# Constants and Parameters

# Final flow velocity (u_f): 1000 (m/s) - The final velocity of the flow
# Initial particle velocity (u_0): 0 (m/s) - The initial velocity of the particle
# Particle radius (r_is): 1e-06 (m) - The radius of the particle
# Nozzle radius (r_n): 0.05 (m) - The radius of the nozzle
# Particle density (q): 7874 (kg/m^3) - The density of the particle
# Gas density (q_g): 1.2754 (kg/m^3) - The density of the gas
# Gas constant (R): 8.31446 (J/(kg*K)) - The specific gas constant
# Gamma: 1.4# Molar mass of air (M): 0.029 (kg/mol) - The molar mass of air
# Gas temperature (T): 300 (K) - The temperature of the gas
# Reference temperature (T_0): 291.15 (K) - The reference temperature for gas
# Reference viscosity (eta_0): 1.827e-05 (Pa*s) - The reference viscosity of the gas
# Specific heat capacity of the gas (Cp): 460 (J/(kg*K)) - The specific heat capacity of the gas
# Speed of sound (Sound speed): 347.011 (m/s) - The speed of sound in the gas
# Dynamic viscosity (Viscosity): 1.91093e-05 (Pa*s) - The dynamic viscosity of the gas






# i  t  v  x  h  fi
458 956.716 39.4186 18955.2 2.47856 4.22212e-05
459 959.194 39.5191 19053 2.47856 4.22222e-05
460 961.673 39.6196 19151.1 2.47856 4.22232e-05
461 964.151 39.7201 19249.4 2.47856 4.22241e-05
462 966.63 39.8206 19348 2.47856 4.22251e-05
463 969.109 39.9211 19446.8 2.47856 4.22261e-05
464 971.587 40.0216 19545.9 2.47856 4.22271e-05
465 974.066 40.122 19645.2 2.47856 4.22281e-05
466 976.544 40.2225 19744.8 2.47856 4.2229e-05
467 979.023 40.323 19844.6 2.47856 4.223e-05
468 981.501 40.4234 19944.7 2.47856 4.2231e-05
469 983.98 40.5238 20045 2.47856 4.2232e-05
470 986.459 40.6243 20145.6 2.47856 4.2233e-05
471 988.937 40.7247 20246.4 2.47856 4.2234e-05
472 991.416 40.8251 20347.4 2.47856 4.22349e-05
473 993.894 40.9255 20448.7 2.47856 4.22359e-05
474 996.373 41.0259 20550.3 2.47856 4.22369e-05
475 998.851 41.1263 20652.1 2.47856 4.22379e-05
476 1001.33 41.2267 20754.2 2.47856 4.22389e-05
477 1003.81 41.327 20856.5 2.47856 4.22399e-05
478 1006.29 41.4274 20959 2.47856 4.22409e-05
479 1008.77 41.5278 21061.8 2.47856 4.22418e-05
480 1011.24 41.6281 21164.9 2.47856 4.22428e-05
481 1013.72 41.7285 21268.2 2.47856 4.22438e-05
482 1016.2 41.8288 21371.8 2.47856 4.22448e-05
483 1018.68 41.9291 21475.6 2.47856 4.22458e-05
484 1021.16 42.0294 21579.6 2.47856 4.22468e-05
485 1023.64 42.1297 21683.9 2.47856 4.22478e-05
486 1026.12 42.23 21788.4 2.47856 4.22487e-05
487 1028.59 42.3303 21893.2 2.47856 4.22497e-05
488 1031.07 42.4306 21998.3 2.47856 4.22507e-05
489 1033.55 42.5309 22103.6 2.47856 4.22517e-05
490 1036.03 42.6311 22209.1 2.47856 4.22527e-05
491 1038.51 42.7314 22314.9 2.47856 4.22537e-05
492 1040.99 42.8316 22420.9 2.47856 4.22547e-05
493 1043.47 42.9319 22527.2 2.47856 4.22556e-05
494 1045.94 43.0321 22633.8 2.47856 4.22566e-05
495 1048.42 43.1323 22740.5 2.47856 4.22576e-05
496 1050.9 43.2326 22847.6 2.47856 4.22586e-05
497 1053.38 43.3328 22954.8 2.47856 4.22596e-05
498 1055.86 43.433 23062.4 2.47856 4.22606e-05
499 1058.34 43.5332 23170.1 2.47856 4.22616e-05
500 1060.82 43.6333 23278.2 2.47856 4.22626e-05
501 1063.29 43.7335 23386.4 2.47856 4.22636e-05
502 1065.77 43.8337 23495 2.47856 4.22645e-05
503 1068.25 43.9338 23603.7 2.47856 4.22655e-05
504 1070.73 44.034 23712.8 2.47856 4.22665e-05
505 1073.21 44.1341 23822 2.47856 4.22675e-05
506 1075.69 44.2343 23931.5 2.47856 4.22685e-05
507 1078.17 44.3344 24041.3 2.47856 4.22695e-05
508 1080.64 44.4345 24151.3 2.47856 4.22705e-05
509 1083.12 44.5346 24261.6 2.47856 4.22715e-05
510 1085.6 44.6347 24372.1 2.47856 4.22725e-05
511 1088.08 44.7348 24482.8 2.47856 4.22734e-05
512 1090.56 44.8349 24593.8 2.47856 4.22744e-05
513 1093.04 44.935 24705.1 2.47856 4.22754e-05
514 1095.52 45.0351 24816.6 2.47856 4.22764e-05
515 1097.99 45.1351 24928.3 2.47856 4.22774e-05
516 1100.47 45.2352 25040.3 2.47856 4.22784e-05
517 1102.95 45.3352 25152.6 2.47856 4.22794e-05
518 1105.43 45.4353 25265 2.47856 4.22804e-05
519 1107.91 45.5353 25377.8 2.47856 4.22814e-05
520 1110.39 45.6353 25490.8 2.47856 4.22824e-05
521 1112.87 45.7353 25604 2.47856 4.22834e-05
522 1115.34 45.8353 25717.5 2.47856 4.22844e-05
523 1117.82 45.9353 25831.2 2.72642 4.22853e-05
524 1120.55 46.0453 25956.6 2.72642 4.22864e-05
525 1123.28 46.1553 26082.3 2.72642 4.22875e-05
526 1126 46.2653 26208.3 2.72642 4.22886e-05
527 1128.73 46.3752 26334.6 2.72642 4.22897e-05
528 1131.45 46.4852 26461.2 2.72642 4.22908e-05
529 1134.18 46.5951 26588 2.72642 4.22919e-05
530 1136.91 46.705 26715.2 2.72642 4.2293e-05
531 1139.63 46.8149 26842.7 2.72642 4.22941e-05
532 1142.36 46.9249 26970.5 2.72642 4.22952e-05
533 1145.09 47.0348 27098.6 2.72642 4.22963e-05
534 1147.81 47.1446 27227 2.72642 4.22974e-05
535 1150.54 47.2545 27355.7 2.72642 4.22985e-05
536 1153.27 47.3644 27484.6 2.72642 4.22996e-05
537 1155.99 47.4742 27613.9 2.72642 4.23007e-05
538 1158.72 47.5841 27743.5 2.72642 4.23018e-05
539 1161.45 47.6939 27873.4 2.72642 4.23028e-05
540 1164.17 47.8038 28003.6 2.72642 4.23039e-05
541 1166.9 47.9136 28134.1 2.72642 4.2305e-05
542 1169.62 48.0234 28264.9 2.72642 4.23061e-05
543 1172.35 48.1332 28395.9 2.72642 4.23072e-05
544 1175.08 48.243 28527.3 2.72642 4.23083e-05
545 1177.8 48.3528 28659 2.72642 4.23094e-05
546 1180.53 48.4625 28791 2.72642 4.23105e-05
547 1183.26 48.5723 28923.3 2.72642 4.23116e-05
548 1185.98 48.682 29055.8 2.72642 4.23127e-05
549 1188.71 48.7918 29188.7 2.72642 4.23138e-05
550 1191.44 48.9015 29321.9 2.72642 4.23149e-05
551 1194.16 49.0112 29455.4 2.72642 4.2316e-05
552 1196.89 49.121 29589.1 2.72642 4.23171e-05
553 1199.62 49.2307 29723.2 2.72642 4.23182e-05
554 1202.34 49.3403 29857.6 2.72642 4.23193e-05
555 1205.07 49.45 29992.3 2.72642 4.23204e-05
556 1207.79 49.5597 30127.2 2.72642 4.23215e-05
557 1210.52 49.6694 30262.5 2.72642 4.23226e-05
558 1213.25 49.779 30398.1 2.72642 4.23237e-05
559 1215.97 49.8887 30533.9 2.72642 4.23248e-05
560 1218.7 49.9983 30670.1 2.72642 4.23259e-05
561 1221.43 50.1079 30806.6 2.72642 4.2327e-05
562 1224.15 50.2175 30943.3 2.72642 4.23281e-05
563 1226.88 50.3271 31080.4 2.72642 4.23292e-05
564 1229.61 50.4367 31217.8 2.72642 4.23303e-05
565 1232.33 50.5463 31355.4 2.72642 4.23314e-05
566 1235.06 50.6559 31493.4 2.72642 4.23325e-05
567 1237.78 50.7655 31631.6 2.72642 4.23336e-05
568 1240.51 50.875 31770.2 2.72642 4.23347e-05
569 1243.24 50.9846 31909 2.72642 4.23358e-05
570 1245.96 51.0941 32048.2 2.72642 4.23369e-05
571 1248.69 51.2036 32187.7 2.72642 4.2338e-05
572 1251.42 51.3131 32327.4 2.72642 4.23391e-05
573 1254.14 51.4226 32467.5 2.72642 4.23402e-05
574 1256.87 51.5321 32607.8 2.72642 4.23413e-05
575 1259.6 51.6416 32748.5 2.72642 4.23424e-05
576 1262.32 51.7511 32889.4 2.72642 4.23435e-05
577 1265.05 51.8606 33030.6 2.72642 4.23446e-05
578 1267.78 51.97 33172.2 2.72642 4.23457e-05
579 1270.5 52.0795 33314 2.72642 4.23468e-05
580 1273.23 52.1889 33456.2 2.72642 4.23479e-05
581 1275.95 52.2983 33598.6 2.72642 4.2349e-05
582 1278.68 52.4078 33741.3 2.72642 4.23501e-05
583 1281.41 52.5172 33884.4 2.72642 4.23513e-05
584 1284.13 52.6266 34027.7 2.72642 4.23524e-05
585 1286.86 52.7359 34171.3 2.72642 4.23535e-05
586 1289.59 52.8453 34315.3 2.72642 4.23546e-05
587 1292.31 52.9547 34459.5 2.72642 4.23557e-05
588 1295.04 53.0641 34604 2.72642 4.23568e-05
589 1297.77 53.1734 34748.9 2.72642 4.23579e-05
590 1300.49 53.2827 34894 2.72642 4.2359e-05
591 1303.22 53.3921 35039.4 2.72642 4.23601e-05
592 1305.95 53.5014 35185.1 2.72642 4.23612e-05
593 1308.67 53.6107 35331.1 2.72642 4.23623e-05
594 1311.4 53.72 35477.4 2.72642 4.23634e-05
595 1314.12 53.8293 35624.1 2.72642 4.23645e-05
596 1316.85 53.9386 35771 2.72642 4.23656e-05
597 1319.58 54.0478 35918.2 2.72642 4.23667e-05
598 1322.3 54.1571 36065.7 2.72642 4.23678e-05
599 1325.03 54.2664 36213.5 2.72642 4.2369e-05
600 1327.76 54.3756 36361.6 2.72642 4.23701e-05
601 1330.48 54.4848 36510 2.72642 4.23712e-05
602 1333.21 54.5941 36658.7 2.72642 4.23723e-05
603 1335.94 54.7033 36807.7 2.72642 4.23734e-05
604 1338.66 54.8125 36957 2.72642 4.23745e-05
605 1341.39 54.9217 37106.6 2.72642 4.23756e-05
606 1344.12 55.0309 37256.5 2.72642 4.23767e-05
607 1346.84 55.14 37406.6 2.72642 4.23778e-05
608 1349.57 55.2492 37557.1 2.72642 4.23789e-05
609 1352.29 55.3583 37707.9 2.72642 4.238e-05
610 1355.02 55.4675 37859 2.72642 4.23812e-05
611 1357.75 55.5766 38010.4 2.72642 4.23823e-05
612 1360.47 55.6857 38162 2.72642 4.23834e-05
613 1363.2 55.7949 38314 2.72642 4.23845e-05
614 1365.93 55.904 38466.3 2.72642 4.23856e-05
615 1368.65 56.0131 38618.8 2.72642 4.23867e-05
616 1371.38 56.1222 38771.7 2.72642 4.23878e-05
617 1374.11 56.2312 38924.9 2.72642 4.23889e-05
618 1376.83 56.3403 39078.3 2.72642 4.23901e-05
619 1379.56 56.4494 39232.1 2.72642 4.23912e-05
620 1382.29 56.5584 39386.1 2.72642 4.23923e-05
621 1385.01 56.6674 39540.5 2.72642 4.23934e-05
622 1387.74 56.7765 39695.1 2.72642 4.23945e-05
623 1390.46 56.8855 39850.1 2.72642 4.23956e-05
624 1393.19 56.9945 40005.3 2.72642 4.23967e-05
625 1395.92 57.1035 40160.9 2.72642 4.23978e-05
626 1398.64 57.2125 40316.7 2.72642 4.2399e-05
627 1401.37 57.3215 40472.8 2.72642 4.24001e-05
628 1404.1 57.4304 40629.3 2.72642 4.24012e-05
629 1406.82 57.5394 40786 2.72642 4.24023e-05
630 1409.55 57.6483 40943 2.72642 4.24034e-05
631 1412.28 57.7573 41100.3 2.72642 4.24045e-05
632 1415 57.8662 41258 2.72642 4.24056e-05
633 1417.73 57.9751 41415.9 2.72642 4.24068e-05
634 1420.46 58.084 41574.1 2.72642 4.24079e-05
635 1423.18 58.1929 41732.6 2.72642 4.2409e-05
636 1425.91 58.3018 41891.4 2.72642 4.24101e-05
637 1428.63 58.4107 42050.5 2.72642 4.24112e-05
638 1431.36 58.5196 42209.9 2.72642 4.24123e-05
639 1434.09 58.6284 42369.6 2.72642 4.24135e-05
640 1436.81 58.7373 42529.6 2.72642 4.24146e-05
641 1439.54 58.8461 42689.9 2.72642 4.24157e-05
642 1442.27 58.955 42850.5 2.72642 4.24168e-05
643 1444.99 59.0638 43011.4 2.72642 4.24179e-05
644 1447.72 59.1726 43172.5 2.72642 4.2419e-05
645 1450.45 59.2814 43334 2.72642 4.24202e-05
646 1453.17 59.3902 43495.8 2.72642 4.24213e-05
647 1455.9 59.499 43657.9 2.72642 4.24224e-05
648 1458.63 59.6078 43820.2 2.72642 4.24235e-05
649 1461.35 59.7165 43982.9 2.72642 4.24246e-05
650 1464.08 59.8253 44145.9 2.72642 4.24258e-05
651 1466.8 59.934 44309.1 2.72642 4.24269e-05
652 1469.53 60.0428 44472.7 2.72642 4.2428e-05
653 1472.26 60.1515 44636.5 2.72642 4.24291e-05
654 1474.98 60.2602 44800.7 2.72642 4.24302e-05
655 1477.71 60.3689 44965.1 2.72642 4.24314e-05
656 1480.44 60.4776 45129.8 2.72642 4.24325e-05
657 1483.16 60.5863 45294.9 2.72642 4.24336e-05
658 1485.89 60.695 45460.2 2.72642 4.24347e-05
659 1488.62 60.8036 45625.8 2.72642 4.24358e-05
660 1491.34 60.9123 45791.8 2.72642 4.2437e-05
661 1494.07 61.021 45958 2.72642 4.24381e-05
662 1496.79 61.1296 46124.5 2.72642 4.24392e-05
663 1499.52 61.2382 46291.3 2.72642 4.24403e-05
664 1502.25 61.3468 46458.4 2.72642 4.24415e-05
665 1504.97 61.4555 46625.8 2.72642 4.24426e-05
666 1507.7 61.5641 46793.5 2.72642 4.24437e-05
667 1510.43 61.6726 46961.5 2.72642 4.24448e-05
668 1513.15 61.7812 47129.8 2.72642 4.24459e-05
669 1515.88 61.8898 47298.4 2.72642 4.24471e-05
670 1518.61 61.9984 47467.3 2.72642 4.24482e-05
671 1521.33 62.1069 47636.5 2.72642 4.24493e-05
672 1524.06 62.2154 47806 2.72642 4.24504e-05
673 1526.79 62.324 47975.7 2.72642 4.24516e-05
674 1529.51 62.4325 48145.8 2.72642 4.24527e-05
675 1532.24 62.541 48316.2 2.72642 4.24538e-05
676 1534.96 62.6495 48486.8 2.72642 4.24549e-05
677 1537.69 62.758 48657.8 2.72642 4.24561e-05
678 1540.42 62.8665 48829 2.72642 4.24572e-05
679 1543.14 62.975 49000.6 2.72642 4.24583e-05
680 1545.87 63.0834 49172.4 2.72642 4.24594e-05
681 1548.6 63.1919 49344.6 2.72642 4.24606e-05
682 1551.32 63.3003 49517 2.72642 4.24617e-05
683 1554.05 63.4088 49689.7 2.72642 4.24628e-05
684 1556.78 63.5172 49862.8 2.72642 4.24639e-05
685 1559.5 63.6256 50036.1 2.72642 4.24651e-05
686 1562.23 63.734 50209.7 2.72642 4.24662e-05
687 1564.96 63.8424 50383.6 2.72642 4.24673e-05
688 1567.68 63.9508 50557.8 2.72642 4.24685e-05
689 1570.41 64.0592 50732.3 2.72642 4.24696e-05
690 1573.13 64.1675 50907.1 2.72642 4.24707e-05
691 1575.86 64.2759 51082.2 2.72642 4.24718e-05
692 1578.59 64.3843 51257.6 2.72642 4.2473e-05
693 1581.31 64.4926 51433.3 2.72642 4.24741e-05
694 1584.04 64.6009 51609.3 2.72642 4.24752e-05
695 1586.77 64.7092 51785.6 2.72642 4.24764e-05
696 1589.49 64.8176 51962.1 2.72642 4.24775e-05
697 1592.22 64.9259 52139 2.72642 4.24786e-05
698 1594.95 65.0341 52316.2 2.72642 4.24797e-05
699 1597.67 65.1424 52493.6 2.72642 4.24809e-05
700 1600.4 65.2507 52671.4 2.72642 4.2482e-05
701 1603.13 65.359 52849.4 2.72642 4.24831e-05
702 1605.85 65.4672 53027.8 2.72642 4.24843e-05
703 1608.58 65.5754 53206.4 2.72642 4.24854e-05
704 1611.3 65.6837 53385.3 2.72642 4.24865e-05
705 1614.03 65.7919 53564.6 2.72642 4.24877e-05
706 1616.76 65.9001 53744.1 2.72642 4.24888e-05
707 1619.48 66.0083 53923.9 2.72642 4.24899e-05
708 1622.21 66.1165 54104 2.72642 4.24911e-05
709 1624.94 66.2247 54284.4 2.72642 4.24922e-05
710 1627.66 66.3329 54465.1 2.72642 4.24933e-05
711 1630.39 66.441 54646.1 2.72642 4.24945e-05
712 1633.12 66.5492 54827.4 2.72642 4.24956e-05
713 1635.84 66.6573 55009 2.72642 4.24967e-05
714 1638.57 66.7655 55190.9 2.72642 4.24979e-05
715 1641.3 66.8736 55373.1 2.72642 4.2499e-05
716 1644.02 66.9817 55555.6 2.72642 4.25001e-05
717 1646.75 67.0898 55738.3 2.72642 4.25013e-05
718 1649.47 67.1979 55921.4 2.72642 4.25024e-05
719 1652.2 67.306 56104.7 2.72642 4.25035e-05
720 1654.93 67.4141 56288.4 2.72642 4.25047e-05
721 1657.65 67.5222 56472.3 2.72642 4.25058e-05
722 1660.38 67.6302 56656.6 2.72642 4.25069e-05
723 1663.11 67.7383 56841.1 2.72642 4.25081e-05
724 1665.83 67.8463 57025.9 2.72642 4.25092e-05
725 1668.56 67.9543 57211.1 2.72642 4.25103e-05
726 1671.29 68.0624 57396.5 2.72642 4.25115e-05
727 1674.01 68.1704 57582.2 2.72642 4.25126e-05
728 1676.74 68.2784 57768.2 2.72642 4.25137e-05
729 1679.47 68.3864 57954.5 2.72642 4.25149e-05
730 1682.19 68.4943 58141.1 2.72642 4.2516e-05
731 1684.92 68.6023 58328 2.72642 4.25172e-05
732 1687.64 68.7103 58515.2 2.72642 4.25183e-05
733 1690.37 68.8182 58702.7 2.72642 4.25194e-05
734 1693.1 68.9262 58890.4 2.72642 4.25206e-05
735 1695.82 69.0341 59078.5 2.72642 4.25217e-05
736 1698.55 69.142 59266.9 2.72642 4.25228e-05
737 1701.28 69.2499 59455.5 2.72642 4.2524e-05
738 1704 69.3578 59644.5 2.72642 4.25251e-05
739 1706.73 69.4657 59833.7 2.72642 4.25263e-05
740 1709.46 69.5736 60023.3 2.72642 4.25274e-05
741 1712.18 69.6815 60213.1 2.72642 4.25285e-05
742 1714.91 69.7894 60403.2 2.72642 4.25297e-05
743 1717.64 69.8972 60593.7 2.72642 4.25308e-05
744 1720.36 70.0051 60784.4 2.72642 4.2532e-05
745 1723.09 70.1129 60975.4 2.72642 4.25331e-05
746 1725.81 70.2207 61166.7 2.72642 4.25342e-05
747 1728.54 70.3286 61358.3 2.72642 4.25354e-05
748 1731.27 70.4364 61550.2 2.72642 4.25365e-05
749 1733.99 70.5442 61742.4 2.72642 4.25377e-05
750 1736.72 70.652 61934.8 2.72642 4.25388e-05
751 1739.45 70.7597 62127.6 2.72642 4.25399e-05
752 1742.17 70.8675 62320.7 2.72642 4.25411e-05
753 1744.9 70.9753 62514 2.72642 4.25422e-05
754 1747.63 71.083 62707.7 2.72642 4.25434e-05
755 1750.35 71.1908 62901.6 2.72642 4.25445e-05
756 1753.08 71.2985 63095.9 2.72642 4.25457e-05
757 1755.8 71.4062 63290.4 2.72642 4.25468e-05
758 1758.53 71.5139 63485.3 2.72642 4.25479e-05
759 1761.26 71.6216 63680.4 2.72642 4.25491e-05
760 1763.98 71.7293 63875.8 2.72642 4.25502e-05
761 1766.71 71.837 64071.5 2.72642 4.25514e-05
762 1769.44 71.9447 64267.5 2.72642 4.25525e-05
763 1772.16 72.0523 64463.8 2.72642 4.25537e-05
764 1774.89 72.16 64660.4 2.72642 4.25548e-05
765 1777.62 72.2676 64857.3 2.72642 4.2556e-05
766 1780.34 72.3753 65054.5 2.72642 4.25571e-05
767 1783.07 72.4829 65251.9 2.72642 4.25582e-05
768 1785.8 72.5905 65449.7 2.72642 4.25594e-05
769 1788.52 72.6981 65647.8 2.72642 4.25605e-05
770 1791.25 72.8057 65846.1 2.72642 4.25617e-05
771 1793.97 72.9133 66044.8 2.72642 4.25628e-05
772 1796.7 73.0209 66243.7 2.72642 4.2564e-05
773 1799.43 73.1285 66442.9 2.72642 4.25651e-05
774 1802.15 73.236 66642.5 2.72642 4.25663e-05
775 1804.88 73.3436 66842.3 2.72642 4.25674e-05
776 1807.61 73.4511 67042.4 2.72642 4.25686e-05
777 1810.33 73.5586 67242.8 2.72642 4.25697e-05
778 1813.06 73.6662 67443.5 2.72642 4.25709e-05
779 1815.79 73.7737 67644.5 2.72642 4.2572e-05
780 1818.51 73.8812 67845.8 2.72642 4.25731e-05
781 1821.24 73.9887 68047.3 2.72642 4.25743e-05
782 1823.97 74.0961 68249.2 2.72642 4.25754e-05
783 1826.69 74.2036 68451.4 2.72642 4.25766e-05
784 1829.42 74.3111 68653.8 2.72642 4.25777e-05
785 1832.14 74.4185 68856.6 2.72642 4.25789e-05
786 1834.87 74.526 69059.6 2.72642 4.258e-05
787 1837.6 74.6334 69263 2.72642 4.25812e-05
788 1840.32 74.7408 69466.6 2.72642 4.25823e-05
789 1843.05 74.8483 69670.5 2.72642 4.25835e-05
790 1845.78 74.9557 69874.7 2.72642 4.25846e-05
791 1848.5 75.0631 70079.2 2.72642 4.25858e-05
792 1851.23 75.1704 70284 2.72642 4.25869e-05
793 1853.96 75.2778 70489.1 2.72642 4.25881e-05
794 1856.68 75.3852 70694.5 2.72642 4.25892e-05
795 1859.41 75.4925 70900.2 2.72642 4.25904e-05
796 1862.14 75.5999 71106.2 2.72642 4.25915e-05
797 1864.86 75.7072 71312.4 2.72642 4.25927e-05
798 1867.59 75.8146 71519 2.72642 4.25939e-05
799 1870.31 75.9219 71725.8 2.72642 4.2595e-05
800 1873.04 76.0292 71933 2.72642 4.25962e-05
801 1875.77 76.1365 72140.4 2.72642 4.25973e-05
802 1878.49 76.2438 72348.1 2.72642 4.25985e-05
803 1881.22 76.3511 72556.2 2.72642 4.25996e-05
804 1883.95 76.4583 72764.5 2.72642 4.26008e-05
805 1886.67 76.5656 72973.1 2.72642 4.26019e-05
806 1889.4 76.6729 73182 2.72642 4.26031e-05
807 1892.13 76.7801 73391.2 2.72642 4.26042e-05
808 1894.85 76.8873 73600.6 2.72642 4.26054e-05
809 1897.58 76.9946 73810.4 2.72642 4.26065e-05
810 1900.31 77.1018 74020.5 2.72642 4.26077e-05
811 1903.03 77.209 74230.8 2.72642 4.26089e-05
812 1905.76 77.3162 74441.5 2.72642 4.261e-05
813 1908.48 77.4234 74652.4 2.72642 4.26112e-05
814 1911.21 77.5305 74863.7 2.72642 4.26123e-05
815 1913.94 77.6377 75075.2 2.72642 4.26135e-05
816 1916.66 77.7449 75287 2.72642 4.26146e-05
817 1919.39 77.852 75499.1 2.72642 4.26158e-05
818 1922.12 77.9591 75711.5 2.72642 4.26169e-05
819 1924.84 78.0663 75924.2 2.72642 4.26181e-05
820 1927.57 78.1734 76137.2 2.72642 4.26193e-05
821 1930.3 78.2805 76350.5 2.72642 4.26204e-05
822 1933.02 78.3876 76564.1 2.72642 4.26216e-05
823 1935.75 78.4947 76777.9 2.72642 4.26227e-05
824 1938.48 78.6018 76992.1 2.72642 4.26239e-05
825 1941.2 78.7088 77206.5 2.72642 4.2625e-05
826 1943.93 78.8159 77421.3 2.72642 4.26262e-05
827 1946.65 78.923 77636.3 2.72642 4.26274e-05
828 1949.38 79.03 77851.6 2.72642 4.26285e-05
829 1952.11 79.137 78067.2 2.72642 4.26297e-05
830 1954.83 79.2441 78283.1 2.72642 4.26308e-05
831 1957.56 79.3511 78499.3 2.72642 4.2632e-05
832 1960.29 79.4581 78715.8 2.72642 4.26332e-05
833 1963.01 79.5651 78932.6 2.72642 4.26343e-05
834 1965.74 79.6721 79149.7 2.72642 4.26355e-05
835 1968.47 79.779 79367 2.72642 4.26366e-05
836 1971.19 79.886 79584.7 2.72642 4.26378e-05
837 1973.92 79.993 79802.7 2.72642 4.2639e-05
838 1976.64 80.0999 80020.9 2.72642 4.26401e-05
839 1979.37 80.2068 80239.4 2.72642 4.26413e-05
840 1982.1 80.3138 80458.2 2.72642 4.26425e-05
841 1984.82 80.4207 80677.4 2.72642 4.26436e-05
842 1987.55 80.5276 80896.8 2.72642 4.26448e-05
843 1990.28 80.6345 81116.5 2.72642 4.26459e-05
844 1993 80.7414 81336.5 2.72642 4.26471e-05
845 1995.73 80.8483 81556.7 2.72642 4.26483e-05
846 1998.46 80.9551 81777.3 2.72642 4.26494e-05
847 2001.18 81.062 81998.2 2.72642 4.26506e-05
848 2003.91 81.1689 82219.3 2.72642 4.26518e-05
849 2006.64 81.2757 82440.8 2.72642 4.26529e-05
850 2009.36 81.3825 82662.5 2.72642 4.26541e-05
851 2012.09 81.4894 82884.5 2.72642 4.26552e-05
852 2014.81 81.5962 83106.9 2.72642 4.26564e-05
853 2017.54 81.703 83329.5 2.72642 4.26576e-05
854 2020.27 81.8098 83552.4 2.72642 4.26587e-05
855 2022.99 81.9166 83775.6 2.72642 4.26599e-05
856 2025.72 82.0233 83999 2.72642 4.26611e-05
857 2028.45 82.1301 84222.8 2.72642 4.26622e-05
858 2031.17 82.2369 84446.9 2.72642 4.26634e-05
859 2033.9 82.3436 84671.2 2.72642 4.26646e-05
860 2036.63 82.4503 84895.9 2.72642 4.26657e-05
861 2039.35 82.5571 85120.8 2.72642 4.26669e-05
862 2042.08 82.6638 85346.1 2.72642 4.26681e-05
863 2044.81 82.7705 85571.6 2.72642 4.26692e-05
864 2047.53 82.8772 85797.4 2.72642 4.26704e-05
865 2050.26 82.9839 86023.5 2.72642 4.26716e-05
866 2052.98 83.0906 86249.9 2.72642 4.26727e-05
867 2055.71 83.1972 86476.6 2.72642 4.26739e-05
868 2058.44 83.3039 86703.6 2.72642 4.26751e-05
869 2061.16 83.4106 86930.8 2.72642 4.26762e-05
870 2063.89 83.5172 87158.4 2.72642 4.26774e-05
871 2066.62 83.6238 87386.2 2.72642 4.26786e-05
872 2069.34 83.7305 87614.4 2.72642 4.26797e-05
873 2072.07 83.8371 87842.8 2.72642 4.26809e-05
874 2074.8 83.9437 88071.5 2.72642 4.26821e-05
875 2077.52 84.0503 88300.5 2.72642 4.26833e-05
876 2080.25 84.1569 88529.8 2.72642 4.26844e-05
877 2082.98 84.2634 88759.4 2.72642 4.26856e-05
878 2085.7 84.37 88989.3 2.72642 4.26868e-05
879 2088.43 84.4766 89219.5 2.72642 4.26879e-05
880 2091.15 84.5831 89450 2.72642 4.26891e-05
881 2093.88 84.6897 89680.7 2.72642 4.26903e-05
882 2096.61 84.7962 89911.8 2.72642 4.26914e-05
883 2099.33 84.9027 90143.1 2.72642 4.26926e-05
884 2102.06 85.0092 90374.7 2.72642 4.26938e-05
885 2104.79 85.1157 90606.6 2.72642 4.2695e-05
886 2107.51 85.2222 90838.8 2.72642 4.26961e-05
887 2110.24 85.3287 91071.3 2.72642 4.26973e-05
888 2112.97 85.4352 91304.1 2.72642 4.26985e-05
889 2115.69 85.5416 91537.2 2.72642 4.26997e-05
890 2118.42 85.6481 91770.6 2.72642 4.27008e-05
891 2121.15 85.7545 92004.2 2.72642 4.2702e-05
892 2123.87 85.861 92238.2 2.72642 4.27032e-05
893 2126.6 85.9674 92472.4 2.72642 4.27043e-05
894 2129.32 86.0738 92706.9 2.72642 4.27055e-05
895 2132.05 86.1802 92941.8 2.72642 4.27067e-05
896 2134.78 86.2866 93176.9 2.72642 4.27079e-05
897 2137.5 86.393 93412.3 2.72642 4.2709e-05
898 2140.23 86.4994 93647.9 2.72642 4.27102e-05
899 2142.96 86.6057 93883.9 2.72642 4.27114e-05
900 2145.68 86.7121 94120.2 2.72642 4.27126e-05
901 2148.41 86.8185 94356.8 2.72642 4.27137e-05
902 2151.14 86.9248 94593.6 2.72642 4.27149e-05
903 2153.86 87.0311 94830.7 2.72642 4.27161e-05
904 2156.59 87.1374 95068.2 2.72642 4.27173e-05
905 2159.32 87.2438 95305.9 2.72642 4.27185e-05
906 2162.04 87.3501 95543.9 2.72642 4.27196e-05
907 2164.77 87.4564 95782.2 2.72642 4.27208e-05
908 2167.49 87.5626 96020.8 2.72642 4.2722e-05
909 2170.22 87.6689 96259.7 2.72642 4.27232e-05
910 2172.95 87.7752 96498.8 2.72642 4.27243e-05
911 2175.67 87.8814 96738.3 2.72642 4.27255e-05
912 2178.4 87.9877 96978 2.72642 4.27267e-05
